codigo,titulo,autor,ano,genero,disponivel
L01151,Lays of ancient Rome,Thomas Babington Macaulay,1800,Poesia,nao
L01152,The bad child's book of beasts,Hilaire Belloc,1875,Poesia,sim
L01153,Now we are six,A. A. Milne,1925,Poesia,sim
L01154,Poema de mio Cid,Anonymous,1868,Poesia,sim
L01155,Poems,Nizār Qabbānī,1993,Poesia,sim
L01156,"Collected Poems, 1909-1962",T. S. Eliot,1963,Poesia,nao
L01157,Bilbo's Last Song (At the Grey Havens),J.R.R. Tolkien,1974,Poesia,sim
L01158,Poems and Fragments,Sappho,1915,Poesia,sim
L01159,The Epic of Gilgamesh,N. K. Sandars,1960,Poesia,sim
L01160,"Diary of a Romantica, Vol. I",Celia Martínez,2023,Poesia,sim
L01161,'Twas the Night before Christmas,Clement Clarke Moore,1912,Poesia,nao
L01162,The Complete Book of Flower Fairies,Cicely Mary Barker,1997,Poesia,sim
L01163,Collected Poems,Sylvia Plath,1963,Poesia,sim
L01164,Aeneis,Publius Vergilius Maro,1592,Poesia,sim
L01165,The Canterbury Tales,Geoffrey Chaucer,1478,Poesia,sim
L01166,"Poems by Currer, Ellis, and Acton Bell",Charlotte Brontë,1846,Poesia,nao
L01167,"El amor, las mujeres y la vida",Mario Benedetti,1995,Poesia,nao
L01168,"Burning in water, drowning in flame",Charles Bukowski,1974,Poesia,sim
L01169,Theogony,Hesiod,1953,Poesia,sim
L01170,The Rose That Grew From Concrete,Tupac Shakur,1999,Poesia,sim
L01171,Poems,Oscar Wilde,1881,Poesia,nao
L01172,Night thoughts,Edward Young,1742,Poesia,sim
L01173,Casey At the Bat,Ernest Lawrence Thayer,1901,Poesia,sim
L01174,A Shropshire lad,A. E. Housman,1896,Poesia,sim
L01175,Os Lusíadas,Luís de Camões,1572,Poesia,sim
L01176,"Animals, animals",Eric Carle,1989,Poesia,nao
L01177,Love Her Wild,Atticus,2017,Poesia,sim
L01178,Sappho,Sappho,1887,Poesia,nao
L01179,The Adventures of Tom Bombadil and Other Verses from the Red Book,J.R.R. Tolkien,1962,Poesia,sim
L01180,Lullabies,Lang Leav,2014,Poesia,sim
L01181,The way I feel,Janan Cain,2000,Poesia,nao
L01182,Understanding poetry,Cleanth Brooks,1938,Poesia,sim
L01183,You get so alone at times that it just makes sense,Charles Bukowski,1986,Poesia,sim
L01184,An introduction to poetry,X. J. Kennedy,1966,Poesia,sim
L01185,Departmental ditties and other verses,Rudyard Kipling,1800,Poesia,sim
L01186,Jabberwocky,Lewis Carroll,1881,Poesia,nao
L01187,"A Coney Island of the mind, poems",Lawrence Ferlinghetti,1958,Poesia,sim
L01188,Seuss-isms,Dr. Seuss,1997,Poesia,sim
L01189,Favorite poems old and new,Helen Ferris,1957,Poesia,nao
L01190,Poems,Mary Oliver,1992,Poesia,sim
L01191,The Butterfly's Burden,Mahmud Darwish,2006,Poesia,nao
L01192,Commotion in the ocean,Giles Andreae,1998,Poesia,sim
L01193,The prelude,William Wordsworth,1850,Poesia,sim
L01194,Don Juan,Lord Byron,1819,Poesia,sim
L01195,Poems by John Keats,John Keats,1800,Poesia,sim
L01196,The grave,Robert Blair,1743,Poesia,nao
L01197,An essay on man,Alexander Pope,1733,Poesia,sim
L01198,Funhouse,Diane Hoh,1990,Poesia,sim
L01199,"Collected Poems, 1934-1952",Dylan Thomas,1952,Poesia,sim
L01200,The New Kid on the Block,Jack Prelutsky,1984,Poesia,nao
L01201,Harry Potter and the Cursed Child,Jack Thorne,2001,Drama,nao
L01202,"The Alchemist, 1612",Ben Jonson,1612,Drama,sim
L01203,Romeo and Juliet,William Shakespeare,1597,Drama,sim
L01204,Pygmalion,George Bernard Shaw,1912,Drama,sim
L01205,The Tempest,William Shakespeare,1611,Drama,sim
L01206,A Doll's House,Henrik Ibsen,1889,Drama,nao
L01207,Faust,Johann Wolfgang von Goethe,1800,Drama,sim
L01208,Hamlet,William Shakespeare,1603,Drama,sim
L01209,King Lear,William Shakespeare,1608,Drama,sim
L01210,Οἰδίπους Τύραννος (Oidípous Týrannos),Sophocles,1715,Drama,sim
L01211,Julius Caesar,William Shakespeare,1656,Drama,nao
L01212,Who's Afraid of Virginia Woolf?,Edward Albee,1962,Drama,sim
L01213,The Glass Menagerie,Tennessee Williams,1945,Drama,sim
L01214,The Taming of the Shrew,William Shakespeare,1631,Drama,sim
L01215,All's Well That Ends Well,William Shakespeare,1734,Drama,sim
L01216,Death of a Salesman,Arthur Miller,1940,Drama,nao
L01217,The Crucible,Arthur Miller,1953,Drama,sim
L01218,The Merchant of Venice,William Shakespeare,1600,Drama,sim
L01219,Coriolanus,William Shakespeare,1734,Drama,sim
L01220,The Comedy of Errors,William Shakespeare,1734,Drama,sim
L01221,A Midsummer Night's Dream,William Shakespeare,1600,Drama,nao
L01222,R.U.R. and The insect play,Karel Čapek,1920,Drama,nao
L01223,A Streetcar Named Desire,Tennessee Williams,1947,Drama,sim
L01224,The Importance of Being Earnest,Oscar Wilde,1893,Drama,sim
L01225,Doctor Faustus,Christopher Marlowe,1662,Drama,sim
L01226,Winter's Tale,William Shakespeare,1735,Drama,nao
L01227,Cat on a Hot Tin Roof,Tennessee Williams,1944,Drama,sim
L01228,Antony and Cleopatra,William Shakespeare,1734,Drama,sim
L01229,Salomé,Oscar Wilde,1893,Drama,sim
L01230,Our husband has gone mad again,Ola Rotimi,1977,Drama,sim
L01231,Buzani Kubawo,W.K. Tamsanqa,1991,Drama,nao
L01232,Rosencrantz & Guildenstern are dead,Tom Stoppard,1967,Drama,sim
L01233,Macbeth,William Shakespeare,1508,Drama,nao
L01234,Measure for Measure,William Shakespeare,1700,Drama,sim
L01235,Man and Superman,George Bernard Shaw,1903,Drama,sim
L01236,His Dark Materials,Philip Pullman,2000,Drama,nao
L01237,Caligula,Albert Camus,1961,Drama,sim
L01238,A Raisin in the Sun,Lorraine Hansberry,1958,Drama,sim
L01239,The marriage of Anansewa,Efua Theodora Sutherland,1975,Drama,sim
L01240,King Richard II,William Shakespeare,1597,Drama,sim
L01241,An Inspector Calls,J. B. Priestley,1945,Drama,nao
L01242,"Henry IV, Part 2",William Shakespeare,1600,Drama,sim
L01243,How I learned to drive,Paula Vogel,1997,Drama,sim
L01244,A Woman of No Importance,Oscar Wilde,1893,Drama,nao
L01245,Дядя Ваня,Антон Павлович Чехов,1897,Drama,sim
L01246,En attendant Godot,Samuel Beckett,1952,Drama,nao
L01247,"Twelfth Night, or What You Will",William Shakespeare,1734,Drama,sim
L01248,Summer and smoke,Tennessee Williams,1948,Drama,sim
L01249,Blues For Mister Charlie,James Baldwin,1964,Drama,sim
L01250,A View from the Bridge,Arthur Miller,1955,Drama,sim
L01251,The Diary of Anne Frank,Frances Goodrich,1956,Drama,nao
L01252,Antigone,Sophocles,1581,Drama,sim
L01253,The gods are not to blame,Ola Rotimi,1971,Drama,sim
L01254,"Philadelphia, here I come!",Brian Friel,1965,Drama,sim
L01255,King Henry VIII,William Shakespeare,1670,Drama,nao
L01256,Two Gentlemen of Verona,William Shakespeare,1632,Drama,nao
L01257,"Henry IV, Part 1",William Shakespeare,1598,Drama,sim
L01258,Richard III,William Shakespeare,1597,Drama,sim
L01259,Plaza suite,Neil Simon,1969,Drama,sim
L01260,"The school for scandal, 1780",Richard Brinsley Sheridan,1778,Drama,sim
L01261,Cymbeline,William Shakespeare,1734,Drama,nao
L01262,My children! My Africa!,Athol Fugard,1990,Drama,sim
L01263,The burdens,John Ruganda,1972,Drama,sim
L01264,As You Like It,William Shakespeare,1734,Drama,sim
L01265,Much Ado About Nothing,William Shakespeare,1600,Drama,sim
L01266,Medea,Euripides,1703,Drama,nao
L01267,Fences,August Wilson,1986,Drama,sim
L01268,Going Postal,Terry Pratchett,2004,Drama,sim
L01269,Twelve angry men,Reginald Rose,1955,Drama,sim
L01270,Look Back in Anger,John Osborne,1957,Drama,sim
L01271,Our town,Thornton Wilder,1938,Drama,nao
L01272,Aku,Sjumandjaya,1987,Drama,sim
L01273,The Lion and the Jewel,Wole Soyinka,1962,Drama,sim
L01274,The little foxes,Lillian Hellman,1939,Drama,sim
L01275,The Foxhole Court,Nora Sakavic,2013,Drama,sim
L01276,After the Fall,Arthur Miller,1964,Drama,nao
L01277,Woyzeck,Georg Büchner,1900,Drama,nao
L01278,A handbook for the study of drama,Lynn Altenbernd,1966,Drama,sim
L01279,Candida,George Bernard Shaw,1905,Drama,sim
L01280,The Miracle Worker,William Gibson,1956,Drama,sim
L01281,Et dukkehjem,Henrik Ibsen,1879,Drama,nao
L01282,The Way of the World,William Congreve,1700,Drama,sim
L01283,Peer Gynt,Henrik Ibsen,1867,Drama,sim
L01284,Othello,William Shakespeare,1622,Drama,sim
L01285,King Henry V,William Shakespeare,1600,Drama,sim
L01286,King Henry VI. Part 2,William Shakespeare,1600,Drama,nao
L01287,The night of the iguana,Tennessee Williams,1939,Drama,sim
L01288,Вишневый сад,Антон Павлович Чехов,1918,Drama,nao
L01289,Major Barbara,George Bernard Shaw,1909,Drama,sim
L01290,How to write a play,Lajos Egri,1942,Drama,sim
L01291,"Henry VI, Part 3",William Shakespeare,1600,Drama,nao
L01292,The Mousetrap,Agatha Christie,1954,Drama,sim
L01293,An Ideal Husband,Oscar Wilde,1899,Drama,sim
L01294,Pericles,William Shakespeare,1609,Drama,sim
L01295,Betrayal in the city,F. D. Imbuga,1976,Drama,sim
L01296,Cato,Joseph Addison,1713,Drama,nao
L01297,Bygmester Solness,Henrik Ibsen,1860,Drama,sim
L01298,Le Balcon,Jean Genet,1956,Drama,sim
L01299,Laughing wild,Christopher Durang,1988,Drama,nao
L01300,Love for Love,William Congreve,1695,Drama,sim
L01301,The Dragonet Prophecy,Tui T. Sutherland,2012,Aventura,nao
L01302,Iceberg,Clive Cussler,1975,Aventura,sim
L01303,Voyage au Centre de la Terre,Jules Verne,1867,Aventura,sim
L01304,The Sea of Monsters,Rick Riordan,2005,Aventura,sim
L01305,They Both Die at the End,Adam Silvera,2017,Aventura,sim
L01306,Neverseen,Shannon Messenger,2015,Aventura,nao
L01307,Il Fate del Nevi,Elisabetta Dami,2013,Aventura,sim
L01308,Deep Six,Clive Cussler,1984,Aventura,sim
L01309,The Hidden Kingdom,Tui Sutherland,2012,Aventura,sim
L01310,Winter Turning,Tui T. Sutherland,2015,Aventura,nao
L01311,Five Go Adventuring Again,Enid Blyton,1943,Aventura,nao
L01312,Sign of the Moon,Erin Hunter,2011,Aventura,sim
L01313,The Mysterious Benedict Society (The Mysterious Benedict Society #1),Trenton Lee Stewart,2007,Aventura,sim
L01314,Swallows and Amazons,Arthur Michell Ransome,1930,Aventura,sim
L01315,Outcast,Erin Hunter,2008,Aventura,sim
L01316,Lord of the Flies,William Golding,1954,Aventura,nao
L01317,Inca Gold,Clive Cussler,1994,Aventura,sim
L01318,"Arsène Lupin, gentleman-cambrioleur",Maurice Leblanc,1907,Aventura,sim
L01319,Il Fate del Lago,Elisabetta Dami,2012,Aventura,sim
L01320,Darkstalker,Tui T. Sutherland,2016,Aventura,sim
L01321,The Book Of Three,Lloyd Alexander,1964,Aventura,nao
L01322,Treasure,Clive Cussler,1988,Aventura,sim
L01323,The Cat of Bubastes,G. A. Henty,1888,Aventura,sim
L01324,The Ship of the Dead,Rick Riordan,2017,Aventura,sim
L01325,Dog Man and Cat Kid,Dav Pilkey,2017,Aventura,sim
L01326,School's Out Forever,James Patterson,2006,Aventura,nao
L01327,The Angel Experiment,James Patterson,2001,Aventura,sim
L01328,The Miraculous Journey of Edward Tulane,Kate DiCamillo,2000,Aventura,sim
L01329,The Sight,Erin Hunter,2007,Aventura,sim
L01330,Fading Echoes,Erin Hunter,2010,Aventura,sim
L01331,The Last Hope,Erin Hunter,2012,Aventura,nao
L01332,Five Go to Smuggler's Top,Enid Blyton,1945,Aventura,nao
L01333,The Famous Five,Enid Blyton,1981,Aventura,sim
L01334,Robin Hood,Howard Pyle,1883,Aventura,sim
L01335,Congo,Michael Crichton,1980,Aventura,sim
L01336,Atlantis Found,Clive Cussler,1999,Aventura,nao
L01337,Into the Wild,Erin Hunter,2003,Aventura,sim
L01338,The hidden kingdom [graphic novel],Barry Deutsch,2000,Aventura,sim
L01339,Treasure Island,Robert Louis Stevenson,1880,Aventura,sim
L01340,Escaping Peril,Tui T. Sutherland,2015,Aventura,sim
L01341,The Poison Jungle,Tui T. Sutherland,2019,Aventura,nao
L01342,Il segreto delle fate degli oceani,Elisabetta Dami,2015,Aventura,sim
L01343,The Dangerous Gift,Tui T. Sutherland,2020,Aventura,nao
L01344,Legacy (Keeper of the Lost Cities #8),Shannon Messenger,2019,Aventura,sim
L01345,The Girl Who Loved Tom Gordon,Stephen King,1999,Aventura,sim
L01346,Dark River,Erin Hunter,2007,Aventura,nao
L01347,Eclipse,Erin Hunter,2008,Aventura,sim
L01348,The Hammer of Thor,Rick Riordan,2016,Aventura,sim
L01349,L'Île mystérieuse,Jules Verne,1870,Aventura,sim
L01350,The Final Warning,James Patterson,1998,Aventura,sim
L01351,Kidnapped,Robert Louis Stevenson,1886,Aventura,nao
L01352,Black Wind,Clive Cussler,2004,Aventura,sim
L01353,The Dark Secret,Tui T. Sutherland,2013,Aventura,sim
L01354,Night Whispers,Erin Hunter,2010,Aventura,nao
L01355,Sunrise,Erin Hunter,2009,Aventura,sim
L01356,The Thief,Megan Whalen Turner,1996,Aventura,nao
L01357,The Castle of Adventure,Enid Blyton,1946,Aventura,sim
L01358,The Secret Island,Enid Blyton,1938,Aventura,sim
L01359,The Hidden Oracle,Rick Riordan,2016,Aventura,sim
L01360,Dog Man,Dav Pilkey,2015,Aventura,sim
L01361,The Chalice of the Gods,Rick Riordan,2023,Aventura,nao
L01362,Fang,James Patterson,1998,Aventura,sim
L01363,The Hive Queen,Tui T. Sutherland,2018,Aventura,sim
L01364,The Secret Seven,Enid Blyton,1949,Aventura,sim
L01365,The Adventures of Tom Sawyer,Mark Twain,1817,Aventura,nao
L01366,The Merchant of Death (Pendragon #1),D. J. MacHale,2002,Aventura,nao
L01367,El misterio del ojo esmeralda,Elisabetta Dami,2000,Aventura,sim
L01368,Anansi Boys,Neil Gaiman,2005,Aventura,sim
L01369,The Eternal Enemy,Christopher Pike,1993,Aventura,sim
L01370,Cyclops,Clive Cussler,1986,Aventura,sim
L01371,Unlocked,Shannon Messenger,2020,Aventura,nao
L01372,Into the Wild,Jon Krakauer,1996,Aventura,sim
L01373,Ark Angel,Anthony Horowitz,2005,Aventura,sim
L01374,Redwall,Brian Jacques,1986,Aventura,sim
L01375,Lodestar,Shannon Messenger,2016,Aventura,sim
L01376,Saving the World and Other Extreme Sports,James Patterson,1998,Aventura,nao
L01377,Long Shadows,Erin Hunter,2008,Aventura,sim
L01378,Tercer viaje al reino de la fantasía,Elisabetta Dami,2008,Aventura,sim
L01379,The Forgotten Warrior,Erin Hunter,2011,Aventura,sim
L01380,The Island of Adventure,Enid Blyton,1944,Aventura,sim
L01381,Keeper of the Lost Cities,Shannon Messenger,2012,Aventura,nao
L01382,The Whipping Boy,Sid Fleischman,1986,Aventura,sim
L01383,Vingt mille lieues sous les mers,Jules Verne,1870,Aventura,sim
L01384,Allan Quatermain,H. Rider Haggard,1887,Aventura,sim
L01385,Segreto delle Fate delle Nuvole,Elisabetta Dami,2000,Aventura,sim
L01386,Artemis Fowl and the Eternity Code,Eoin Colfer,2003,Aventura,nao
L01387,The Wolves of Willoughby Chase (Wolves #1),Joan Aiken,1911,Aventura,nao
L01388,Watership Down,Richard Adams,1972,Aventura,sim
L01389,Renegades,Marissa Meyer,2017,Aventura,sim
L01390,The Fourth Apprentice,Erin Hunter,2009,Aventura,sim
L01391,Quinto viaje al reino de la fantasía,Elisabetta Dami,2009,Aventura,nao
L01392,Hyper Focus,Autum Wind,2023,Aventura,sim
L01393,Séptimo viaje al reino de la fantasía,Elisabetta Dami,2011,Aventura,sim
L01394,Archenemies,Marissa Meyer,2014,Aventura,sim
L01395,Replay,Ken Grimwood,1986,Aventura,sim
L01396,King of Scars,Leigh Bardugo,2019,Aventura,nao
L01397,Forest of Secrets,Erin Hunter,2003,Aventura,sim
L01398,The Recruit (CHERUB #1),Robert Muchamore,1993,Aventura,nao
L01399,Wereworld (Rise of the Wolf),Curtis Jobling,2011,Aventura,sim
L01400,To Build a Fire,Jack London,1960,Aventura,sim
L01401,Can We Be Strangers Again?,Shrijeet Shandilya,2024,Jovem adulto,nao
L01402,"Good Girl, Bad Blood",Holly Jackson,2020,Jovem adulto,sim
L01403,One Of Us Is Lying,Karen M. McManus,2017,Jovem adulto,sim
L01404,The Inheritance Games,Jennifer Lynn Barnes,2020,Jovem adulto,sim
L01405,A Good Girl's Guide to Murder,Holly Jackson,2019,Jovem adulto,sim
L01406,Midnight Sun,Stephenie Meyer,2020,Jovem adulto,nao
L01407,Loveless,Alice Oseman,2020,Jovem adulto,sim
L01408,The Hawthorne Legacy,Jennifer Lynn Barnes,2021,Jovem adulto,sim
L01409,One of us is next,Karen M. McManus,2020,Jovem adulto,nao
L01410,The Hate U Give,Angie Thomas,2017,Jovem adulto,sim
L01411,The Love Hypothesis,Ali Hazelwood,2021,Jovem adulto,nao
L01412,Ready Player One,Ernest Cline,2008,Jovem adulto,sim
L01413,Tower of Dawn,Sarah J. Maas,2017,Jovem adulto,sim
L01414,All the Bright Places,Jennifer Niven,2014,Jovem adulto,sim
L01415,Crooked Kingdom,Leigh Bardugo,2016,Jovem adulto,sim
L01416,The Ballad of Songbirds and Snakes,Suzanne Collins,2020,Jovem adulto,nao
L01417,Radio Silence,Alice Oseman,2016,Jovem adulto,sim
L01418,Grumpy Darling,Alexandra Moody,2025,Jovem adulto,sim
L01419,This Winter,Alice Oseman,2015,Jovem adulto,sim
L01420,Starsight,Brandon Sanderson,2019,Jovem adulto,nao
L01421,Kingdom of the Wicked,Kerri Maniscalco,2020,Jovem adulto,nao
L01422,Fearless,Lauren Roberts,2025,Jovem adulto,sim
L01423,A Court of Thorns and Roses,Sarah J. Maas,2013,Jovem adulto,sim
L01424,Six of Crows,Leigh Bardugo,2015,Jovem adulto,sim
L01425,As Long As the Lemon Trees Grow,Zoulfa Katouh,2022,Jovem adulto,sim
L01426,Legendary,Stephanie Garber,2018,Jovem adulto,nao
L01427,If You Could See the Sun,Ann Liang,2022,Jovem adulto,sim
L01428,Skyward,Brandon Sanderson,2018,Jovem adulto,sim
L01429,Legendborn,Tracy Deonn,2020,Jovem adulto,sim
L01430,Children of Blood and Bone,Tomi Adeyemi,2017,Jovem adulto,sim
L01431,Cinder,Marissa Meyer,2011,Jovem adulto,nao
L01432,The Knife of Never Letting Go,Patrick Ness,2008,Jovem adulto,sim
L01433,"Heartstopper, Volume 2",Alice Oseman,2019,Jovem adulto,sim
L01434,Heartless,Marissa Meyer,2000,Jovem adulto,sim
L01435,"Heartstopper, Volume 1",Alice Oseman,2018,Jovem adulto,sim
L01436,Culpa Tuya,Mercedes Ron,2016,Jovem adulto,nao
L01437,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,2015,Jovem adulto,sim
L01438,Girl in Pieces,Kathleen Glasgow,2000,Jovem adulto,sim
L01439,Broken Throne,Victoria Aveyard,2019,Jovem adulto,sim
L01440,Turtles All the Way Down,John Green,2017,Jovem adulto,sim
L01441,Shadow and Bone,Leigh Bardugo,2012,Jovem adulto,nao
L01442,Thunderhead,Neal Shusterman,2018,Jovem adulto,nao
L01443,The Stolen Heir,Holly Black,2023,Jovem adulto,sim
L01444,Solitaire,Alice Oseman,2014,Jovem adulto,sim
L01445,A Thousand Boy Kisses,Tillie Cole,2016,Jovem adulto,sim
L01446,Fetch (Five Nights at Freddy’s,Scott Cawthon,2020,Jovem adulto,nao
L01447,The Reappearance of Rachel Price,Holly Jackson,2024,Jovem adulto,sim
L01448,I Was Born for This,Alice Oseman,2018,Jovem adulto,sim
L01449,Glass Sword,Victoria Aveyard,2016,Jovem adulto,sim
L01450,Crier's War,Nina Varela,2019,Jovem adulto,sim
L01451,Hollow City,Ransom Riggs,2013,Jovem adulto,nao
L01452,You've Reached Sam,Dustin Thao,2021,Jovem adulto,sim
L01453,Into the Pit (Five Nights at Freddy’s,Scott Cawthon,2019,Jovem adulto,nao
L01454,Our Fault,Mercedes Ron,2014,Jovem adulto,sim
L01455,To All the Boys I've Loved Before,Jenny Han,2014,Jovem adulto,sim
L01456,The Woman Who Rides Like a Man,Tamora Pierce,1986,Jovem adulto,nao
L01457,The Way I Used To Be,Amber Smith,2016,Jovem adulto,sim
L01458,This Woven Kingdom,Tahereh Mafi,2022,Jovem adulto,sim
L01459,Some Girls Do,Jennifer Dugan,2012,Jovem adulto,sim
L01460,Red Queen,Victoria Aveyard,2015,Jovem adulto,sim
L01461,A Curse for True Love,Stephanie Garber,2023,Jovem adulto,nao
L01462,The Silver Eyes (Five Nights At Freddy's #1),Scott Cawthon,2001,Jovem adulto,sim
L01463,Lightlark,Alex Aster,2022,Jovem adulto,sim
L01464,Scythe,Neal Shusterman,2016,Jovem adulto,nao
L01465,Rule of Wolves,Leigh Bardugo,2021,Jovem adulto,sim
L01466,Check & Mate,Ali Hazelwood,2023,Jovem adulto,nao
L01467,Serpent and Dove,Shelby Mahurin,2019,Jovem adulto,sim
L01468,The Summer of Broken Rules,K. L. Walther,2021,Jovem adulto,sim
L01469,Paper Towns,John Green,2008,Jovem adulto,sim
L01470,"Matched (Matched Trilogy, Book 1)",Ally Condie,2010,Jovem adulto,sim
L01471,Step Closer (Five Nights at Freddy’s Fazbear Frights #4),Scott Cawthon,2020,Jovem adulto,nao
L01472,The Conference of the Birds,Ransom Riggs,2020,Jovem adulto,sim
L01473,Keeping 13,Chloe Walsh,2020,Jovem adulto,sim
L01474,Carry On,Rainbow Rowell,2015,Jovem adulto,sim
L01475,Looking for Alaska,John Green,2005,Jovem adulto,nao
